Total_Children,Available_Caregivers,Shelter_Capacity,Emergency_Cases,Average_Stay_Days,Budget,Region,Age_Group,Care_Load
77,61,47,32,32,165965,West,Teen,Low
173,53,198,16,137,389606,North,Teen,Medium
135,52,227,28,173,65930,South,Child,Medium
285,76,172,39,60,425620,South,Child,High
222,53,66,9,116,130823,West,Child,Medium
60,51,215,17,58,482725,East,Child,Low
124,60,290,12,84,412665,South,Child,Low
212,69,260,26,109,301025,West,Child,Medium
297,16,283,9,22,249494,West,Child,High
256,73,326,31,47,128880,East,Teen,High
240,10,39,2,93,268626,West,Teen,High
87,69,259,21,78,222827,West,Child,Low
216,29,53,26,161,233552,West,Teen,High
275,5,107,2,14,57293,West,Teen,High
158,36,222,32,138,118542,West,Child,Medium
168,7,138,1,93,110528,West,Teen,Medium
118,53,309,10,136,467572,South,Child,Low
95,23,292,9,38,158885,North,Child,Low
128,64,297,38,87,480127,East,Teen,Medium
207,33,288,32,165,195771,North,Child,High
218,54,114,6,136,209506,East,Child,Medium
173,6,39,14,176,104669,North,Child,Medium
59,77,318,25,102,329746,East,Teen,Low
152,60,331,10,35,221858,West,Teen,Low
151,21,88,37,84,322096,North,Child,High
298,64,337,26,64,353828,North,Child,High
103,40,291,38,6,166032,East,Teen,Medium
261,65,314,6,40,473705,East,Teen,Medium
135,21,148,0,129,82905,South,Child,Low
128,53,197,9,155,365746,West,Teen,Low
240,64,218,20,107,227996,West,Child,Medium
60,24,280,14,179,63381,South,Teen,Low
166,54,258,29,120,300666,East,Teen,Medium
131,7,219,29,105,340274,West,Teen,High
122,47,345,7,50,80415,East,Teen,Low
65,61,153,23,84,230200,West,Child,Low
290,54,113,18,111,134679,North,Child,High
214,72,326,2,48,165458,North,Teen,Low
299,54,244,14,151,181460,West,Child,High
59,41,266,35,53,127652,West,Child,Low
208,50,142,5,92,200878,West,Teen,Medium
183,46,246,17,62,114333,South,Teen,Medium
43,19,275,37,95,286388,West,Child,Medium
43,37,348,18,139,160930,South,Teen,Low
23,15,66,29,98,316996,South,Child,Low
200,24,93,12,173,296355,North,Teen,Medium
267,28,248,38,82,451843,West,Child,High
135,68,63,11,126,239889,North,Teen,Low
298,69,68,33,147,210120,North,Teen,High
88,77,96,11,80,412430,South,Child,Low
273,21,238,23,57,273622,East,Teen,High
200,65,347,3,27,163120,South,Child,Low
188,19,181,35,81,126596,North,Child,High
268,55,228,13,77,291777,South,Teen,Medium
207,31,118,16,92,438841,South,Teen,Medium
73,78,277,2,107,305878,South,Teen,Low
157,65,108,37,98,320353,West,Teen,Medium
187,62,314,22,64,103482,South,Child,Medium
122,35,61,12,14,350341,North,Child,Low
104,16,116,8,106,389838,South,Teen,Low
231,50,68,20,62,199148,West,Child,Medium
22,35,130,7,179,167458,North,Teen,Low
198,36,273,16,147,169614,South,Child,Medium
57,36,261,15,13,139484,North,Teen,Low
258,57,97,15,17,199151,West,Teen,Medium
188,65,221,27,155,457194,East,Child,Medium
49,50,57,15,165,231810,West,Teen,Low
209,78,299,13,141,324849,West,Child,Low
44,11,255,37,135,470123,North,Teen,Medium
131,8,106,19,77,365976,North,Child,Medium
225,56,252,33,120,399511,East,Child,High
204,35,196,28,157,366756,East,Child,High
66,79,313,2,129,159165,East,Child,Low
247,40,221,9,115,385645,West,Teen,Medium
58,58,118,19,75,60248,West,Teen,Low
35,58,61,1,168,359132,East,Teen,Low
41,21,166,26,93,139169,East,Child,Low
232,79,185,31,24,145039,East,Teen,Medium
168,34,279,9,85,57461,South,Teen,Medium
260,26,124,39,94,208070,South,Teen,High
291,47,46,16,23,193893,East,Teen,High
78,31,146,32,169,69870,West,Child,Medium
221,41,340,5,116,63410,North,Teen,Medium
51,50,39,38,135,137721,West,Teen,Low
181,39,109,17,111,69133,North,Child,Medium
274,8,163,8,125,401849,East,Teen,High
273,30,232,7,96,335503,South,Child,High
28,23,145,24,151,242457,South,Teen,Low
158,49,249,30,178,77400,North,Child,Medium
29,30,282,3,84,84173,East,Child,Low
233,26,198,19,35,61179,South,Teen,High
292,62,345,27,57,414023,East,Teen,High
67,67,234,39,117,242958,East,Teen,Low
130,32,327,0,38,85495,North,Teen,Low
172,69,277,39,35,318631,East,Teen,Medium
142,48,100,22,143,64760,East,Teen,Medium
121,47,185,12,10,439744,North,Child,Low
260,41,131,15,31,141975,South,Child,High
210,70,42,25,11,142465,West,Child,Medium
236,21,300,30,53,252899,East,Child,High
70,44,321,0,100,341547,North,Teen,Low
100,42,249,16,64,249109,South,Child,Low
107,65,44,15,37,165625,East,Child,Low
213,13,267,36,51,420720,West,Child,High
123,79,146,9,176,51755,South,Teen,Low
290,65,85,37,123,178500,North,Teen,High
115,20,161,30,31,217230,East,Teen,Medium
217,6,255,9,26,121352,North,Child,High
20,76,337,33,51,475832,West,Teen,Low
186,47,251,5,97,428035,West,Child,Low
145,46,202,27,162,248498,North,Child,Medium
100,61,314,27,6,388903,East,Child,Low
270,71,338,12,147,162133,North,Teen,Medium
188,34,186,11,51,468182,South,Teen,Medium
92,17,180,39,31,57688,North,Teen,Medium
160,23,214,1,31,285876,West,Child,Low
89,11,207,7,145,220556,East,Teen,Low
281,13,50,8,149,240927,East,Teen,High
264,58,141,7,79,470769,West,Teen,Medium
22,65,200,2,14,381426,West,Child,Low
82,6,167,8,125,199651,South,Child,Low
68,54,262,12,37,194086,West,Child,Low
95,79,59,8,169,98443,West,Child,Low
194,35,336,30,130,223033,West,Teen,High
128,37,190,24,12,499717,East,Teen,Medium
202,15,107,7,165,239986,West,Child,Medium
211,37,307,30,139,431230,North,Teen,High
84,11,349,30,166,86397,North,Child,Medium
290,35,50,16,75,385446,East,Teen,High
119,52,172,18,139,425561,South,Teen,Low
51,51,65,2,45,293818,South,Teen,Low
147,57,332,29,122,228250,East,Child,Medium
62,23,243,9,59,51063,North,Teen,Low
97,10,61,28,11,452550,East,Teen,Medium
289,53,215,39,88,125848,West,Teen,High
181,77,203,17,150,468343,East,Teen,Low
208,54,83,11,175,217115,South,Child,Medium
266,16,190,22,82,378656,North,Child,High
235,27,279,10,172,160687,South,Child,High
187,58,280,8,57,176230,South,Teen,Low
212,73,308,23,18,311234,North,Teen,Medium
32,63,200,24,153,258347,West,Teen,Low
259,40,212,24,117,185141,North,Child,High
166,7,31,8,61,311252,North,Child,Medium
223,62,223,11,95,440311,East,Teen,Medium
99,59,195,10,50,196676,North,Child,Low
62,61,276,37,158,64612,East,Child,Low
108,21,273,27,95,492318,South,Teen,Medium
167,43,139,7,156,89170,North,Child,Low
114,72,100,9,137,226173,West,Teen,Low
170,59,193,24,174,115881,East,Child,Medium
21,49,314,35,106,218782,East,Child,Low
41,5,142,8,110,434236,West,Child,Low
26,25,257,7,175,427908,East,Child,Low
225,25,330,2,132,190435,East,Teen,Medium
133,56,45,17,36,446986,West,Teen,Low
291,47,60,34,10,432484,South,Child,High
102,56,191,16,78,356265,North,Teen,Low
198,71,335,35,139,123960,North,Child,Medium
229,48,222,27,33,61990,North,Teen,High
143,36,239,14,38,144258,North,Child,Medium
132,14,261,18,11,177640,North,Teen,Medium
31,68,213,21,85,356803,North,Child,Low
145,73,44,5,81,82137,East,Child,Low
72,72,334,6,62,65573,North,Teen,Low
159,32,238,8,89,460050,East,Child,Medium
116,57,201,19,163,59554,West,Child,Low
24,55,295,36,77,279726,South,Child,Low
76,57,49,10,49,419948,East,Child,Low
88,8,99,1,51,283380,South,Teen,Low
137,21,37,21,81,267670,West,Teen,Medium
78,71,63,35,77,394308,North,Child,Low
52,78,253,4,172,234869,South,Child,Low
69,51,208,6,120,63015,South,Teen,Low
38,60,275,5,34,447950,West,Teen,Low
233,27,289,21,75,423319,West,Child,High
216,22,137,9,149,109617,West,Child,Medium
66,5,271,39,107,230664,East,Teen,Medium
186,39,53,19,137,160041,East,Child,Medium
160,68,245,27,108,125195,South,Teen,Medium
103,62,84,22,126,432747,West,Teen,Low
201,63,55,34,133,476797,South,Teen,Medium
98,5,310,0,35,209989,North,Child,Low
234,7,321,28,167,300438,West,Teen,High
33,71,215,8,113,264722,East,Teen,Low
234,41,41,8,76,187715,West,Child,Medium
147,33,158,21,162,63269,South,Teen,Medium
267,37,237,1,131,330502,East,Teen,Medium
48,65,162,15,89,148029,North,Teen,Low
299,8,225,39,19,133857,North,Teen,High
221,18,291,5,60,443419,South,Teen,Medium
76,37,311,12,31,242830,West,Teen,Low
237,26,132,32,6,393398,North,Child,High
81,52,149,18,78,414036,South,Child,Low
176,7,212,14,68,106235,East,Child,Medium
221,27,38,32,9,347448,East,Teen,High
36,72,74,9,95,334316,South,Teen,Low
25,25,273,0,72,123834,West,Teen,Low
77,47,299,11,145,397875,West,Child,Low
188,30,141,28,85,94857,West,Child,High
101,45,84,16,89,191483,West,Teen,Low
238,42,44,3,27,319969,South,Child,Medium
196,15,66,28,101,146774,South,Child,High
223,33,207,6,128,219814,East,Teen,Medium
90,64,156,12,41,430768,East,Child,Low
285,71,146,4,34,466556,West,Child,Medium
117,69,101,5,155,339295,North,Child,Low
227,65,140,33,166,93327,North,Child,High
21,23,178,6,121,190324,East,Teen,Low
143,50,214,27,13,347458,East,Teen,Medium
299,53,134,9,136,250344,South,Child,High
93,26,176,3,70,359512,East,Child,Low
185,61,250,2,124,373254,East,Child,Low
41,18,343,24,128,440811,West,Child,Low
173,48,35,22,165,444888,North,Teen,Medium
238,20,289,26,164,311003,North,Teen,High
176,16,328,13,48,65322,South,Child,Medium
249,59,71,37,113,271785,North,Child,High
39,55,288,31,41,454407,West,Child,Low
60,43,300,22,71,480297,West,Child,Low
167,37,76,39,64,457881,South,Teen,High
127,37,114,36,40,373769,East,Child,Medium
103,33,203,2,53,105504,East,Child,Low
153,73,87,34,111,487810,West,Teen,Medium
226,74,228,12,12,107631,South,Child,Medium
285,35,238,33,45,361383,West,Teen,High
92,35,277,23,105,237370,North,Teen,Low
67,50,240,0,117,416727,North,Child,Low
252,56,68,11,113,278121,West,Teen,Medium
119,14,281,7,170,315111,East,Child,Low
78,78,160,18,90,87018,North,Child,Low
277,45,320,8,82,233758,South,Teen,Medium
84,7,279,27,59,468011,East,Teen,Medium
102,63,81,13,114,118774,North,Teen,Low
173,56,43,26,150,189585,West,Child,Medium
285,38,185,17,69,380418,East,Child,High
98,53,59,5,68,382616,East,Child,Low
169,32,119,32,144,346748,North,Child,High
67,17,196,36,122,298319,South,Child,Medium
267,73,98,24,173,277414,North,Teen,Medium
297,71,192,12,46,117104,North,Teen,Medium
117,65,271,22,121,158818,North,Teen,Low
44,64,81,35,54,146396,North,Child,Low
87,75,171,32,168,227887,North,Child,Low
26,28,92,20,52,54720,West,Child,Low
156,67,321,33,77,90725,North,Child,Medium
183,65,120,35,140,356067,South,Child,Medium
102,27,181,16,157,351437,East,Teen,Low
157,34,186,9,139,262691,West,Child,Medium
92,64,338,22,110,254543,South,Teen,Low
256,22,179,1,12,342173,North,Child,Medium
65,60,300,34,114,338729,South,Teen,Low
125,57,98,13,35,108271,East,Child,Low
281,11,145,1,16,204970,South,Child,High
195,73,221,18,131,335593,North,Teen,Medium
185,76,33,15,61,449953,East,Child,Low
164,56,104,24,144,85308,North,Child,Medium
73,8,327,0,31,435518,North,Child,Low
197,38,270,1,50,369319,West,Teen,Medium
263,73,59,26,139,341203,East,Teen,High
146,37,172,1,65,206520,East,Child,Low
290,73,212,29,62,462924,North,Teen,High
151,42,45,9,17,394693,South,Teen,Low
112,30,140,18,104,184058,East,Teen,Medium
92,5,230,15,53,303981,South,Teen,Medium
267,8,136,12,39,434911,South,Teen,High
292,43,191,7,98,102934,East,Child,High
62,58,312,30,99,187557,South,Child,Low
60,37,298,24,149,277112,East,Child,Low
189,37,184,38,76,432238,West,Teen,High
231,76,102,20,127,305920,East,Teen,Medium
187,24,226,37,14,168156,East,Teen,High
58,20,272,28,166,401208,East,Child,Medium
264,25,115,5,8,323916,West,Child,High
170,49,316,17,129,193603,South,Child,Medium
130,66,288,34,33,107564,West,Child,Medium
66,35,315,26,50,301035,South,Child,Low
82,46,178,4,178,88635,East,Child,Low
244,16,219,6,81,469135,East,Child,High
88,69,246,9,63,203972,West,Child,Low
222,77,115,9,70,87394,West,Teen,Low
80,7,245,27,166,85030,West,Teen,Medium
180,13,349,35,111,380094,West,Teen,High
35,55,147,9,90,196631,East,Child,Low
113,20,116,34,137,258920,East,Child,Medium
157,7,69,34,13,470773,North,Child,High
57,28,190,36,24,481224,West,Teen,Medium
146,77,220,19,153,457269,West,Child,Low
294,17,54,12,131,310706,South,Teen,High
183,6,181,10,21,485033,South,Teen,Medium
96,75,124,18,16,415570,East,Child,Low
193,25,75,27,86,448209,North,Teen,High
110,23,167,37,71,173652,West,Child,Medium
257,51,317,3,137,229453,North,Teen,Medium
283,26,193,36,57,254819,North,Child,High
198,79,45,18,151,63515,East,Child,Low
228,37,47,36,149,419445,North,Child,High
92,36,165,13,58,197407,West,Teen,Low
126,68,276,30,72,108724,East,Child,Low
201,43,277,27,39,314319,North,Child,High
56,76,227,35,92,52405,East,Child,Low
156,46,30,37,173,102515,East,Child,Medium
75,13,219,18,145,57341,South,Child,Medium
206,29,323,0,165,205356,East,Teen,Medium
277,6,74,22,19,209074,North,Teen,High
77,23,61,27,19,272064,South,Teen,Medium
142,24,147,3,35,141796,West,Child,Low
207,74,325,17,111,421604,West,Child,Medium
249,21,213,38,160,131499,West,Child,High
187,72,220,24,14,395669,West,Teen,Medium
133,7,264,17,61,200013,West,Teen,Medium
271,55,267,5,165,468235,North,Child,Medium
126,30,245,18,11,458995,East,Teen,Medium
56,60,103,11,137,330570,South,Teen,Low
111,68,140,24,129,473399,East,Child,Low
37,12,132,34,123,247386,East,Teen,Medium
82,41,103,0,84,85927,North,Child,Low
169,31,281,4,128,56395,North,Teen,Medium
158,49,143,0,61,281122,North,Teen,Low
205,8,342,7,76,187046,South,Teen,Medium
204,41,267,38,172,317294,North,Child,High
224,75,202,17,32,127668,East,Teen,Medium
279,37,108,8,40,99572,South,Child,High
233,35,122,4,60,223883,North,Teen,Medium
275,59,79,3,179,134028,North,Child,Medium
154,16,314,28,120,284050,North,Child,High
80,15,252,0,172,104497,East,Child,Low
107,76,110,29,63,152300,North,Teen,Low
226,36,295,0,175,72466,East,Child,Medium
148,61,184,2,127,59550,South,Teen,Low
22,42,262,21,70,365206,North,Child,Low
261,64,345,7,13,85394,West,Child,Medium
140,23,265,17,138,242622,West,Child,Medium
121,60,188,24,123,410938,East,Child,Low
57,18,345,19,126,190559,North,Teen,Low
152,37,280,30,69,105084,North,Teen,Medium
221,14,343,29,135,387953,West,Child,High
40,68,330,15,169,212003,South,Teen,Low
261,68,311,1,131,397435,South,Teen,Medium
128,66,131,16,91,129220,East,Child,Low
103,72,80,9,37,273356,West,Teen,Low
102,47,81,6,141,61366,East,Teen,Low
88,63,238,8,57,299824,East,Child,Low
148,56,336,16,96,170525,South,Teen,Low
215,23,160,8,55,212935,West,Child,Medium
159,25,299,8,75,209401,East,Teen,Medium
253,26,234,36,158,415437,South,Child,High
42,13,248,23,148,113818,South,Teen,Low
172,13,286,38,44,422469,North,Teen,High
296,77,214,10,43,498339,West,Teen,Medium
80,31,174,7,168,273133,West,Teen,Low
71,21,207,24,125,282756,North,Teen,Medium
172,48,43,1,89,285065,East,Child,Low
256,49,275,9,177,222443,South,Teen,Medium
51,12,216,23,141,372469,South,Child,Low
74,22,288,15,41,221313,South,Child,Low
55,37,69,18,91,51676,North,Teen,Low
129,5,118,30,133,156094,South,Child,High
196,10,154,10,67,448498,East,Teen,Medium
116,45,38,5,47,76222,East,Teen,Low
232,59,113,5,160,242375,North,Teen,Medium
156,9,50,31,104,325520,East,Teen,High
25,63,310,38,163,59431,West,Child,Low
128,22,201,12,109,345514,West,Teen,Medium
54,53,54,2,12,183009,South,Teen,Low
58,69,132,34,166,467817,South,Teen,Low
169,58,219,37,53,417260,West,Child,Medium
137,65,265,16,100,275863,East,Child,Low
280,12,342,2,127,51067,North,Child,High
106,7,66,33,51,128937,South,Child,High
95,29,301,11,29,153556,South,Teen,Low
233,73,322,23,135,456688,West,Child,Medium
258,59,181,5,177,236087,West,Child,Medium
184,44,311,10,118,476363,North,Child,Medium
106,54,49,26,103,141396,South,Child,Low
160,37,166,23,100,366798,East,Teen,Medium
179,22,58,17,38,233406,East,Teen,Medium
65,61,60,26,113,266739,West,Child,Low
131,20,48,20,96,186268,North,Child,Medium
64,42,177,33,12,240672,West,Teen,Low
266,45,312,32,159,268124,North,Teen,High
123,11,329,17,67,260489,East,Teen,Medium
104,57,192,2,86,342737,North,Teen,Low
153,67,142,23,29,422567,East,Child,Low
127,36,179,0,133,377203,North,Child,Low
37,42,284,5,12,157041,West,Teen,Low
113,26,116,18,128,251867,East,Child,Medium
169,20,127,21,153,271458,South,Child,Medium
265,56,161,7,102,356545,South,Child,Medium
228,33,341,4,105,343737,East,Teen,Medium
145,20,126,8,115,453677,South,Teen,Medium
254,21,127,20,161,143220,East,Teen,High
141,68,319,27,162,85690,West,Teen,Low
157,17,256,3,7,145360,West,Child,Medium
134,76,174,23,139,118923,North,Teen,Low
181,60,185,7,104,71826,South,Teen,Low
220,9,299,16,15,432384,South,Child,High
253,16,191,33,164,195625,South,Teen,High
47,45,141,19,63,289438,East,Child,Low
30,7,214,15,144,365309,West,Teen,Low
225,37,234,9,83,301127,South,Child,Medium
186,54,126,33,42,369598,North,Child,Medium
266,60,84,9,126,319103,South,Child,Medium
66,13,146,29,156,354859,North,Child,Medium
265,54,122,29,69,472595,South,Teen,High
146,33,322,24,150,465890,South,Child,Medium
166,43,233,6,50,190631,West,Child,Low
137,49,311,19,129,82252,North,Teen,Low
171,21,218,16,60,338248,South,Child,Medium
91,60,113,2,11,443767,North,Child,Low
156,50,209,39,109,115669,North,Teen,Medium
194,71,303,35,44,187679,West,Teen,Medium
38,73,210,25,163,126639,West,Teen,Low
214,18,210,9,101,355117,North,Child,Medium
194,71,312,33,56,176142,West,Child,Medium
160,27,316,13,35,473074,South,Teen,Medium
265,65,135,7,166,482583,South,Teen,Medium
112,27,158,26,11,149364,West,Teen,Medium
258,31,291,9,148,240923,North,Child,High
224,58,40,14,154,368680,South,Child,Medium
67,14,191,36,95,129584,East,Teen,Medium
264,20,210,21,21,408103,North,Child,High
147,45,242,30,129,199642,North,Child,Medium
36,59,303,1,8,217010,East,Child,Low
90,65,50,30,126,147216,East,Teen,Low
288,53,304,13,103,307287,North,Teen,High
26,77,289,9,167,495014,East,Child,Low
122,56,145,29,176,427427,West,Teen,Medium
212,6,54,35,147,414554,West,Child,High
260,54,283,39,65,498185,North,Child,High
81,47,240,14,176,310474,West,Teen,Low
36,12,334,13,25,262911,South,Teen,Low
190,63,286,30,81,264156,West,Teen,Medium
44,69,197,28,51,95820,West,Child,Low
270,16,50,26,79,148235,East,Teen,High
272,8,115,20,53,275328,West,Child,High
226,45,44,8,31,214290,North,Child,Medium
48,11,79,19,35,59990,West,Child,Low
136,73,333,34,176,62778,West,Child,Medium
163,73,334,14,36,483356,North,Child,Low
44,34,225,23,162,412340,North,Teen,Low
175,77,330,15,22,137448,East,Child,Low
92,10,317,35,129,232678,South,Child,Medium
139,23,274,10,67,142334,West,Teen,Medium
112,70,230,7,132,125012,South,Child,Low
105,14,222,2,20,109871,East,Teen,Low
137,20,175,18,167,166445,North,Child,Medium
252,41,339,2,141,263214,North,Teen,Medium
218,36,156,35,66,472156,North,Teen,High
225,51,204,24,43,401017,East,Teen,Medium
166,76,163,35,119,270028,West,Teen,Medium
290,47,95,10,142,304852,East,Teen,High
158,40,308,15,144,341734,North,Child,Medium
200,30,275,16,76,494733,West,Teen,Medium
49,14,266,23,66,117145,North,Teen,Low
76,35,200,16,135,472513,North,Teen,Low
251,33,80,19,87,208938,East,Child,High
165,9,182,21,127,171909,East,Teen,High
67,5,109,5,143,346135,South,Child,Low
213,7,174,6,140,51907,North,Child,High
243,71,303,13,113,261586,West,Teen,Medium
155,75,184,10,126,469154,North,Child,Low
41,39,172,11,155,388623,West,Child,Low
25,19,327,4,123,449026,South,Child,Low
223,71,63,4,142,291537,North,Child,Low
258,34,333,19,22,367744,West,Child,High
204,79,268,14,80,293439,West,Teen,Low
239,47,167,25,171,370756,South,Child,High
135,64,283,32,158,349849,East,Child,Medium
68,44,34,29,15,329759,South,Child,Low
192,69,205,23,142,291636,West,Child,Medium
101,33,243,22,135,125475,South,Child,Medium
64,78,52,8,66,421198,East,Teen,Low
39,23,347,2,75,145490,North,Child,Low
240,7,42,35,65,311499,South,Child,High
142,40,270,6,136,378417,South,Child,Low
253,47,305,21,65,136356,North,Teen,High
240,19,121,13,140,298739,South,Teen,High
22,45,137,28,106,360847,East,Teen,Low
201,40,258,15,17,158447,West,Child,Medium
225,37,181,33,16,240197,South,Child,High
59,9,137,9,39,230753,North,Child,Low
78,18,318,6,55,258929,North,Child,Low
81,72,205,24,47,82567,South,Child,Low
151,51,349,26,115,302901,North,Child,Medium
